global_index,batch,batch_index,image_path,label,angle_degrees,original_source,notes
115,batch_002,15,../bee_direction_labeled_batch001_003/images/batch_002_015.jpg,head_right,-22.007284,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000041\BEE24-06_000002_det07_tr0000.jpg,stripe-like abdomen marks on left; head opposite
116,batch_002,16,../bee_direction_labeled_batch001_003/images/batch_002_016.jpg,head_right,95.628143,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000812\BEE24-33_000334_det16_tr0017.jpg,dark circular head-like feature on right
117,batch_002,17,../bee_direction_labeled_batch001_003/images/batch_002_017.jpg,head_right,112.423218,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000012\BEE24-02_000011_det01_tr0005.jpg,gray crop; right compact end likely head
118,batch_002,18,../bee_direction_labeled_batch001_003/images/batch_002_018.jpg,head_right,115.403946,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001437\BEE24-33_003346_det26_tr0016.jpg,striped abdomen visible toward left; head opposite
119,batch_002,19,../bee_direction_labeled_batch001_003/images/batch_002_019.jpg,head_left,100.223145,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\002202\BEE24-13_000179_det05_tr0027.jpg,gray crop; left small protrusion likely head
120,batch_002,20,../bee_direction_labeled_batch001_003/images/batch_002_020.jpg,head_right,14.679443,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000550\BEE24-33_000043_det17_tr0014.jpg,striped abdomen left; head/eyes right
121,batch_002,21,../bee_direction_labeled_batch001_003/images/batch_002_021.jpg,head_right,89.55999,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001970\BEE24-35_001292_det05_tr0012.jpg,clear stripes left and dark head right
122,batch_002,22,../bee_direction_labeled_batch001_003/images/batch_002_022.jpg,head_right,11.402257,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000862\BEE24-33_000414_det09_tr0014.jpg,dark compact head at right
123,batch_002,23,../bee_direction_labeled_batch001_003/images/batch_002_023.jpg,head_right,20.714735,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000526\BEE24-33_000010_det11_tr0000.jpg,striped abdomen left; head opposite
124,batch_002,24,../bee_direction_labeled_batch001_003/images/batch_002_024.jpg,head_right,17.408796,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001760\BEE24-33_004947_det26_tr0018.jpg,abdomen striping/darker abdomen left; head side right
125,batch_002,25,../bee_direction_labeled_batch001_003/images/batch_002_025.jpg,head_left,-3.219321,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001376\BEE24-33_002994_det27_tr0006.jpg,clear dark head left and striped abdomen right
126,batch_002,26,../bee_direction_labeled_batch001_003/images/batch_002_026.jpg,unclear,3.234599,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000579\BEE24-33_000053_det34_tr0017.jpg,blue artifact; visible body suggests head to right
127,batch_002,27,../bee_direction_labeled_batch001_003/images/batch_002_027.jpg,head_right,122.659073,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000504\BEE24-32_000010_det01_tr0006.jpg,small gray crop; left side more head-like
128,batch_002,28,../bee_direction_labeled_batch001_003/images/batch_002_028.jpg,head_left,-8.913281,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001926\BEE24-33_003874_det26_tr0010.jpg,curled crop; darker compact region toward right
129,batch_002,29,../bee_direction_labeled_batch001_003/images/batch_002_029.jpg,head_left,78.814796,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000506\BEE24-32_000067_det01_tr0035.jpg,gray crop; left dark end likely head
130,batch_002,30,../bee_direction_labeled_batch001_003/images/batch_002_030.jpg,head_right,64.363525,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000175\BEE24-15_000030_det11_tr0003.jpg,gray crop; right rounded compact end likely head
131,batch_002,31,../bee_direction_labeled_batch001_003/images/batch_002_031.jpg,head_left,99.551186,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001335\BEE24-33_002743_det33_tr0004.jpg,dark loop/head feature on left; abdomen extends right
132,batch_002,32,../bee_direction_labeled_batch001_003/images/batch_002_032.jpg,head_left,-5.872707,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000066\BEE24-09_000067_det02_tr0035.jpg,gray crop; tapered left end more head-like
133,batch_002,33,../bee_direction_labeled_batch001_003/images/batch_002_033.jpg,head_left,125.430801,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000542\BEE24-33_000183_det04_tr0017.jpg,striped abdomen right; head opposite
134,batch_002,34,../bee_direction_labeled_batch001_003/images/batch_002_034.jpg,unclear,-5.284896,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001531\BEE24-33_003947_det32_tr0017.jpg,very blurry crop; right side slightly more head-like
135,batch_002,35,../bee_direction_labeled_batch001_003/images/batch_002_035.jpg,head_right,-8.609834,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000910\BEE24-33_001196_det23_tr0023.jpg,right pointed/dark end likely head
136,batch_002,36,../bee_direction_labeled_batch001_003/images/batch_002_036.jpg,head_right,-42.321262,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\002118\BEE24-35_003438_det12_tr0001.jpg,right compact round end with legs likely head
137,batch_002,37,../bee_direction_labeled_batch001_003/images/batch_002_037.jpg,head_left,-7.617319,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\002225\BEE24-13_000117_det24_tr0004.jpg,left darker/protruding side likely head
138,batch_002,38,../bee_direction_labeled_batch001_003/images/batch_002_038.jpg,unclear,72.738426,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001763\BEE24-33_001818_det04_tr0010.jpg,striped abdomen more to right/top; head opposite
139,batch_002,39,../bee_direction_labeled_batch001_003/images/batch_002_039.jpg,head_right,130.309662,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000522\BEE24-33_000067_det02_tr0011.jpg,curled crop; darker compact side likely right
140,batch_002,40,../bee_direction_labeled_batch001_003/images/batch_002_040.jpg,head_right,-8.435593,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\002194\BEE24-13_000252_det00_tr0039.jpg,right small round feature likely head
141,batch_002,41,../bee_direction_labeled_batch001_003/images/batch_002_041.jpg,head_left,15.783349,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000960\BEE24-33_000022_det26_tr0008.jpg,"black head/eye left, abdomen stripes right"
142,batch_002,42,../bee_direction_labeled_batch001_003/images/batch_002_042.jpg,head_left,91.336502,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001476\BEE24-33_003466_det33_tr0008.jpg,darker abdomen/striping left; head side right
143,batch_002,43,../bee_direction_labeled_batch001_003/images/batch_002_043.jpg,head_right,-37.593685,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\002246\BEE24-16_000212_det07_tr0033.jpg,clear abdomen stripes right
144,batch_002,44,../bee_direction_labeled_batch001_003/images/batch_002_044.jpg,head_left,34.293186,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001843\BEE24-33_001730_det32_tr0000.jpg,abdomen stripes on right
145,batch_002,45,../bee_direction_labeled_batch001_003/images/batch_002_045.jpg,head_left,48.861588,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\002021\BEE24-35_001405_det11_tr0002.jpg,clear dark head/eyes left and striped abdomen right
146,batch_002,46,../bee_direction_labeled_batch001_003/images/batch_002_046.jpg,head_left,15.846839,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001874\BEE24-33_002122_det27_tr0007.jpg,abdomen stripes right; head opposite
147,batch_002,47,../bee_direction_labeled_batch001_003/images/batch_002_047.jpg,unclear,-8.245655,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000631\BEE24-33_000501_det24_tr0018.jpg,blue artifact; dark compact bee part appears left
148,batch_002,48,../bee_direction_labeled_batch001_003/images/batch_002_048.jpg,head_left,13.393634,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000013\BEE24-02_000067_det02_tr0035.jpg,"left darker end/head-like, body to right"
149,batch_002,49,../bee_direction_labeled_batch001_003/images/batch_002_049.jpg,unclear,37.376228,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000553\BEE24-33_000175_det02_tr0019.jpg,curled crop; dark compact area likely right
150,batch_002,50,../bee_direction_labeled_batch001_003/images/batch_002_050.jpg,head_left,71.414436,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001896\BEE24-33_003636_det04_tr0018.jpg,striped abdomen right; head opposite
151,batch_002,51,../bee_direction_labeled_batch001_003/images/batch_002_051.jpg,head_left,8.858294,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001221\BEE24-33_002438_det34_tr0012.jpg,striped abdomen right; head opposite
152,batch_002,52,../bee_direction_labeled_batch001_003/images/batch_002_052.jpg,head_left,21.491541,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001586\BEE24-33_004538_det08_tr0022.jpg,curled color crop; darker head-like side left
153,batch_002,53,../bee_direction_labeled_batch001_003/images/batch_002_053.jpg,head_left,-20.410187,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000171\BEE24-15_000104_det06_tr0029.jpg,gray crop; right compact end likely head
154,batch_002,54,../bee_direction_labeled_batch001_003/images/batch_002_054.jpg,head_left,-7.753232,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000371\BEE24-24_000065_det06_tr0033.jpg,gray crop; left side shows head/leg protrusion
155,batch_002,55,../bee_direction_labeled_batch001_003/images/batch_002_055.jpg,unclear,68.831757,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\002173\BEE24-35_004501_det07_tr0002.jpg,dark crop; left side slightly more head-like
156,batch_002,56,../bee_direction_labeled_batch001_003/images/batch_002_056.jpg,unclear,79.625359,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001073\BEE24-33_001902_det23_tr0015.jpg,curled crop; head-like dark compact side right
157,batch_002,57,../bee_direction_labeled_batch001_003/images/batch_002_057.jpg,head_right,48.268909,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000368\BEE24-24_000017_det11_tr0007.jpg,tiny gray crop; right end likely head
158,batch_002,58,../bee_direction_labeled_batch001_003/images/batch_002_058.jpg,head_left,84.362495,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000906\BEE24-33_000388_det38_tr0004.jpg,clear abdomen stripes right
159,batch_002,59,../bee_direction_labeled_batch001_003/images/batch_002_059.jpg,head_right,89.732201,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000456\BEE24-28_000003_det07_tr0001.jpg,gray crop; right rounded end likely head
160,batch_002,60,../bee_direction_labeled_batch001_003/images/batch_002_060.jpg,unclear,88.956993,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\002011\BEE24-35_001260_det08_tr0018.jpg,dark crop; left side slightly more head-like
161,batch_002,61,../bee_direction_labeled_batch001_003/images/batch_002_061.jpg,head_left,92.491615,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000591\BEE24-33_000702_det41_tr0022.jpg,clear abdomen stripes right
162,batch_002,62,../bee_direction_labeled_batch001_003/images/batch_002_062.jpg,unclear,-7.665033,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000485\BEE24-30_000028_det03_tr0018.jpg,gray crop; left darker compact side likely head
163,batch_002,63,../bee_direction_labeled_batch001_003/images/batch_002_063.jpg,head_left,76.964546,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000421\BEE24-26_000071_det07_tr0015.jpg,left protrusions read as head/legs
164,batch_002,64,../bee_direction_labeled_batch001_003/images/batch_002_064.jpg,unclear,99.362236,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000393\BEE24-25_000004_det11_tr0002.jpg,gray crop; right compact rounded end likely head
165,batch_002,65,../bee_direction_labeled_batch001_003/images/batch_002_065.jpg,unclear,0.074021,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001555\BEE24-33_004126_det26_tr0021.jpg,curled color crop; left darker circular side likely head
166,batch_002,66,../bee_direction_labeled_batch001_003/images/batch_002_066.jpg,head_right,-30.655626,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001960\BEE24-33_004823_det31_tr0004.jpg,blurry color crop; right compact end likely head
167,batch_002,67,../bee_direction_labeled_batch001_003/images/batch_002_067.jpg,head_right,20.931181,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000188\BEE24-15_000090_det10_tr0009.jpg,gray crop; right end has head-like dark dot
168,batch_002,68,../bee_direction_labeled_batch001_003/images/batch_002_068.jpg,head_left,37.648891,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000733\BEE24-33_000610_det18_tr0014.jpg,abdomen stripes toward right; head opposite
169,batch_002,69,../bee_direction_labeled_batch001_003/images/batch_002_069.jpg,head_right,79.868103,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000099\BEE24-11_000043_det03_tr0019.jpg,gray crop; right small round side likely head
170,batch_002,70,../bee_direction_labeled_batch001_003/images/batch_002_070.jpg,head_right,52.218964,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\002026\BEE24-35_001560_det09_tr0023.jpg,striped abdomen left; head right
171,batch_002,71,../bee_direction_labeled_batch001_003/images/batch_002_071.jpg,head_right,33.933708,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001007\BEE24-33_000458_det13_tr0012.jpg,curled crop; dark compact side likely right
172,batch_002,72,../bee_direction_labeled_batch001_003/images/batch_002_072.jpg,head_left,14.84038,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001702\BEE24-33_001592_det38_tr0003.jpg,striped abdomen right; head opposite
173,batch_002,73,../bee_direction_labeled_batch001_003/images/batch_002_073.jpg,head_right,3.407523,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001692\BEE24-33_004730_det25_tr0005.jpg,dark compact head-like side right
174,batch_002,74,../bee_direction_labeled_batch001_003/images/batch_002_074.jpg,unclear,110.28244,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\002233\BEE24-13_000187_det25_tr0015.jpg,gray crop; right protrusions/dark side likely head
175,batch_002,75,../bee_direction_labeled_batch001_003/images/batch_002_075.jpg,head_right,46.941128,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\002175\BEE24-35_004503_det09_tr0009.jpg,striped abdomen left; head right
176,batch_002,76,../bee_direction_labeled_batch001_003/images/batch_002_076.jpg,head_left,133.50856,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000142\BEE24-14_000173_det23_tr0023.jpg,gray crop; right compact end likely head
177,batch_002,77,../bee_direction_labeled_batch001_003/images/batch_002_077.jpg,head_right,90.533928,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000309\BEE24-22_000022_det03_tr0017.jpg,faint abdomen bands on left; head opposite
178,batch_002,78,../bee_direction_labeled_batch001_003/images/batch_002_078.jpg,head_right,58.747513,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000001\BEE24-01_000073_det00_tr0039.jpg,gray crop with artifact; right protrusion likely head
179,batch_002,79,../bee_direction_labeled_batch001_003/images/batch_002_079.jpg,head_right,44.785892,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\002106\BEE24-35_003249_det08_tr0011.jpg,clear striped abdomen left and head right
180,batch_002,80,../bee_direction_labeled_batch001_003/images/batch_002_080.jpg,head_left,32.970711,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001747\BEE24-33_004947_det23_tr0022.jpg,dark/greenish head-side appears left
181,batch_002,81,../bee_direction_labeled_batch001_003/images/batch_002_081.jpg,head_left,-37.583435,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000292\BEE24-21_000046_det01_tr0024.jpg,gray blob; right upper compact side tentatively head
182,batch_002,82,../bee_direction_labeled_batch001_003/images/batch_002_082.jpg,head_left,102.738312,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001964\BEE24-35_002241_det00_tr0010.jpg,clear head/eye left and abdomen stripes right
183,batch_002,83,../bee_direction_labeled_batch001_003/images/batch_002_083.jpg,head_left,5.170755,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001499\BEE24-33_003585_det39_tr0016.jpg,blurred crop; left side reads head-like
184,batch_002,84,../bee_direction_labeled_batch001_003/images/batch_002_084.jpg,head_right,-39.346138,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000237\BEE24-18_000037_det03_tr0019.jpg,gray underside; right side has head/leg cluster
185,batch_002,85,../bee_direction_labeled_batch001_003/images/batch_002_085.jpg,unclear,46.993465,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000538\BEE24-33_000678_det19_tr0012.jpg,curled crop; right protruding dark end likely head
186,batch_002,86,../bee_direction_labeled_batch001_003/images/batch_002_086.jpg,head_left,80.846298,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\002269\BEE24-16_000182_det12_tr0002.jpg,abdomen bands right; head opposite
187,batch_002,87,../bee_direction_labeled_batch001_003/images/batch_002_087.jpg,head_left,66.883331,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\002059\BEE24-35_003956_det02_tr0014.jpg,clear dark head left and striped abdomen right
188,batch_002,88,../bee_direction_labeled_batch001_003/images/batch_002_088.jpg,unclear,93.563492,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001975\BEE24-35_000236_det10_tr0008.jpg,pale low-detail crop; right side tentatively head
189,batch_002,89,../bee_direction_labeled_batch001_003/images/batch_002_089.jpg,unclear,7.059245,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001075\BEE24-33_001876_det30_tr0007.jpg,dark compact head-like feature right
190,batch_002,90,../bee_direction_labeled_batch001_003/images/batch_002_090.jpg,head_left,106.378517,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001096\BEE24-33_001929_det30_tr0011.jpg,left small dark end likely head
191,batch_002,91,../bee_direction_labeled_batch001_003/images/batch_002_091.jpg,unclear,8.769463,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000466\BEE24-28_000045_det11_tr0011.jpg,gray crop; right cluster of head/legs
192,batch_002,92,../bee_direction_labeled_batch001_003/images/batch_002_092.jpg,head_right,70.626823,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000040\BEE24-06_000071_det05_tr0038.jpg,gray artifact crop; right rounded end likely head
193,batch_002,93,../bee_direction_labeled_batch001_003/images/batch_002_093.jpg,unclear,92.107269,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000085\BEE24-10_000048_det12_tr0005.jpg,gray crop; right bulky compact side likely head
194,batch_002,94,../bee_direction_labeled_batch001_003/images/batch_002_094.jpg,head_left,80.619446,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000326\BEE24-22_000065_det11_tr0000.jpg,left tapered protruding side likely head
195,batch_002,95,../bee_direction_labeled_batch001_003/images/batch_002_095.jpg,unclear,108.002136,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001362\BEE24-33_002858_det32_tr0007.jpg,right dark head/leg cluster
196,batch_002,96,../bee_direction_labeled_batch001_003/images/batch_002_096.jpg,unclear,21.51988,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000396\BEE24-25_000043_det06_tr0021.jpg,gray crop; right dark patch likely head
197,batch_002,97,../bee_direction_labeled_batch001_003/images/batch_002_097.jpg,head_left,-0.976483,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000757\BEE24-33_000549_det45_tr0009.jpg,blurry crop; left side slightly more head-like
198,batch_002,98,../bee_direction_labeled_batch001_003/images/batch_002_098.jpg,head_left,38.16486,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001067\BEE24-33_001844_det36_tr0009.jpg,left dark circular head/eye feature
199,batch_002,99,../bee_direction_labeled_batch001_003/images/batch_002_099.jpg,unclear,6.349833,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000668\BEE24-33_000143_det25_tr0002.jpg,curled crop; left circular head-like feature
200,batch_002,100,../bee_direction_labeled_batch001_003/images/batch_002_100.jpg,unclear,100.887871,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000118\BEE24-14_000123_det13_tr0027.jpg,gray crop; left protruding side likely head
201,batch_003,1,../bee_direction_labeled_batch001_003/images/batch_003_001.jpg,unclear,88.590851,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000373\BEE24-24_000040_det10_tr0007.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
202,batch_003,2,../bee_direction_labeled_batch001_003/images/batch_003_002.jpg,head_left,-4.125518,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001498\BEE24-33_003593_det36_tr0016.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
203,batch_003,3,../bee_direction_labeled_batch001_003/images/batch_003_003.jpg,head_left,-19.869116,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000962\BEE24-33_001432_det14_tr0017.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
204,batch_003,4,../bee_direction_labeled_batch001_003/images/batch_003_004.jpg,unclear,93.366409,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000275\BEE24-20_000073_det00_tr0039.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
205,batch_003,5,../bee_direction_labeled_batch001_003/images/batch_003_005.jpg,head_left,44.669163,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000796\BEE24-33_000324_det10_tr0004.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
206,batch_003,6,../bee_direction_labeled_batch001_003/images/batch_003_006.jpg,head_left,79.79483,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000922\BEE24-33_000395_det35_tr0000.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
207,batch_003,7,../bee_direction_labeled_batch001_003/images/batch_003_007.jpg,head_right,14.714677,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001998\BEE24-35_000859_det11_tr0003.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
208,batch_003,8,../bee_direction_labeled_batch001_003/images/batch_003_008.jpg,unclear,-1.54394,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000757\BEE24-33_000550_det45_tr0010.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
209,batch_003,9,../bee_direction_labeled_batch001_003/images/batch_003_009.jpg,unclear,94.293343,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000306\BEE24-22_000057_det00_tr0033.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
210,batch_003,10,../bee_direction_labeled_batch001_003/images/batch_003_010.jpg,unclear,106.92807,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001405\BEE24-33_003110_det32_tr0011.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
211,batch_003,11,../bee_direction_labeled_batch001_003/images/batch_003_011.jpg,unclear,-35.614662,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000036\BEE24-06_000029_det01_tr0015.jpg,codex visual review: not recognizable enough; left blank
212,batch_003,12,../bee_direction_labeled_batch001_003/images/batch_003_012.jpg,unclear,96.584145,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001596\BEE24-33_004323_det32_tr0023.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
213,batch_003,13,../bee_direction_labeled_batch001_003/images/batch_003_013.jpg,head_left,95.598564,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000751\BEE24-33_000559_det34_tr0011.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
214,batch_003,14,../bee_direction_labeled_batch001_003/images/batch_003_014.jpg,head_left,0.682101,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001731\BEE24-33_004814_det39_tr0015.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
215,batch_003,15,../bee_direction_labeled_batch001_003/images/batch_003_015.jpg,head_left,95.081268,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\002237\BEE24-16_000057_det01_tr0008.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
216,batch_003,16,../bee_direction_labeled_batch001_003/images/batch_003_016.jpg,head_right,68.708809,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000709\BEE24-33_000526_det36_tr0012.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
217,batch_003,17,../bee_direction_labeled_batch001_003/images/batch_003_017.jpg,unclear,82.670418,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000008\BEE24-01_000035_det05_tr0005.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
218,batch_003,18,../bee_direction_labeled_batch001_003/images/batch_003_018.jpg,unclear,65.845825,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001637\BEE24-33_004471_det28_tr0014.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
219,batch_003,19,../bee_direction_labeled_batch001_003/images/batch_003_019.jpg,unclear,77.037231,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000868\BEE24-33_000349_det31_tr0003.jpg,codex visual review: not recognizable enough; left blank
220,batch_003,20,../bee_direction_labeled_batch001_003/images/batch_003_020.jpg,head_right,-11.941133,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000608\BEE24-33_000091_det23_tr0005.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
221,batch_003,21,../bee_direction_labeled_batch001_003/images/batch_003_021.jpg,unclear,62.157063,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001071\BEE24-33_001877_det25_tr0021.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
222,batch_003,22,../bee_direction_labeled_batch001_003/images/batch_003_022.jpg,head_right,17.140041,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000617\BEE24-33_000945_det06_tr0008.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
223,batch_003,23,../bee_direction_labeled_batch001_003/images/batch_003_023.jpg,head_left,66.553955,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001568\BEE24-33_004191_det23_tr0020.jpg,codex visual review: stripes mark abdomen; dark compact end marks head
