global_index,image_path,label,angle_degrees,original_source,relative_path,dataset,source_index,notes
114,images/newmask_train400_0114.jpg,head_right,132.85257,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001004\BEE24-33_000417_det38_tr0000.jpg,001004/BEE24-33_000417_det38_tr0000.jpg,base300,114,
115,images/newmask_train400_0115.jpg,head_right,-24.846437,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000041\BEE24-06_000002_det07_tr0000.jpg,000041/BEE24-06_000002_det07_tr0000.jpg,base300,115,
116,images/newmask_train400_0116.jpg,head_right,87.37648,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000812\BEE24-33_000334_det16_tr0017.jpg,000812/BEE24-33_000334_det16_tr0017.jpg,base300,116,
117,images/newmask_train400_0117.jpg,head_right,103.732407,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000012\BEE24-02_000011_det01_tr0005.jpg,000012/BEE24-02_000011_det01_tr0005.jpg,base300,117,
118,images/newmask_train400_0118.jpg,head_right,78.842148,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001437\BEE24-33_003346_det26_tr0016.jpg,001437/BEE24-33_003346_det26_tr0016.jpg,base300,118,
119,images/newmask_train400_0119.jpg,unclear,96.493813,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\002202\BEE24-13_000179_det05_tr0027.jpg,002202/BEE24-13_000179_det05_tr0027.jpg,base300,119,
120,images/newmask_train400_0120.jpg,head_right,6.542981,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000550\BEE24-33_000043_det17_tr0014.jpg,000550/BEE24-33_000043_det17_tr0014.jpg,base300,120,
121,images/newmask_train400_0121.jpg,head_right,100.38401,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001970\BEE24-35_001292_det05_tr0012.jpg,001970/BEE24-35_001292_det05_tr0012.jpg,base300,121,
122,images/newmask_train400_0122.jpg,head_right,11.865246,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000862\BEE24-33_000414_det09_tr0014.jpg,000862/BEE24-33_000414_det09_tr0014.jpg,base300,122,
123,images/newmask_train400_0123.jpg,unclear,8.406602,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000526\BEE24-33_000010_det11_tr0000.jpg,000526/BEE24-33_000010_det11_tr0000.jpg,base300,123,
124,images/newmask_train400_0124.jpg,head_right,-0.06285,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001760\BEE24-33_004947_det26_tr0018.jpg,001760/BEE24-33_004947_det26_tr0018.jpg,base300,124,
125,images/newmask_train400_0125.jpg,head_left,-1.496481,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001376\BEE24-33_002994_det27_tr0006.jpg,001376/BEE24-33_002994_det27_tr0006.jpg,base300,125,
126,images/newmask_train400_0126.jpg,unclear,9.041279,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000579\BEE24-33_000053_det34_tr0017.jpg,000579/BEE24-33_000053_det34_tr0017.jpg,base300,126,
127,images/newmask_train400_0127.jpg,head_right,130.755432,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000504\BEE24-32_000010_det01_tr0006.jpg,000504/BEE24-32_000010_det01_tr0006.jpg,base300,127,
128,images/newmask_train400_0128.jpg,head_left,-35.55114,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001926\BEE24-33_003874_det26_tr0010.jpg,001926/BEE24-33_003874_det26_tr0010.jpg,base300,128,
129,images/newmask_train400_0129.jpg,unclear,75.232559,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000506\BEE24-32_000067_det01_tr0035.jpg,000506/BEE24-32_000067_det01_tr0035.jpg,base300,129,
130,images/newmask_train400_0130.jpg,head_right,61.921009,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000175\BEE24-15_000030_det11_tr0003.jpg,000175/BEE24-15_000030_det11_tr0003.jpg,base300,130,
131,images/newmask_train400_0131.jpg,head_left,90.027847,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001335\BEE24-33_002743_det33_tr0004.jpg,001335/BEE24-33_002743_det33_tr0004.jpg,base300,131,
132,images/newmask_train400_0132.jpg,head_left,-5.493755,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000066\BEE24-09_000067_det02_tr0035.jpg,000066/BEE24-09_000067_det02_tr0035.jpg,base300,132,
133,images/newmask_train400_0133.jpg,head_left,118.349251,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000542\BEE24-33_000183_det04_tr0017.jpg,000542/BEE24-33_000183_det04_tr0017.jpg,base300,133,
134,images/newmask_train400_0134.jpg,head_left,63.383751,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001531\BEE24-33_003947_det32_tr0017.jpg,001531/BEE24-33_003947_det32_tr0017.jpg,base300,134,
135,images/newmask_train400_0135.jpg,head_left,-4.572324,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000910\BEE24-33_001196_det23_tr0023.jpg,000910/BEE24-33_001196_det23_tr0023.jpg,base300,135,
136,images/newmask_train400_0136.jpg,unclear,-35.077118,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\002118\BEE24-35_003438_det12_tr0001.jpg,002118/BEE24-35_003438_det12_tr0001.jpg,base300,136,
137,images/newmask_train400_0137.jpg,head_right,22.507812,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\002225\BEE24-13_000117_det24_tr0004.jpg,002225/BEE24-13_000117_det24_tr0004.jpg,base300,137,
138,images/newmask_train400_0138.jpg,head_left,112.025894,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001763\BEE24-33_001818_det04_tr0010.jpg,001763/BEE24-33_001818_det04_tr0010.jpg,base300,138,
139,images/newmask_train400_0139.jpg,head_right,121.828285,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000522\BEE24-33_000067_det02_tr0011.jpg,000522/BEE24-33_000067_det02_tr0011.jpg,base300,139,
140,images/newmask_train400_0140.jpg,head_right,-18.471737,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\002194\BEE24-13_000252_det00_tr0039.jpg,002194/BEE24-13_000252_det00_tr0039.jpg,base300,140,
141,images/newmask_train400_0141.jpg,head_left,8.336934,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000960\BEE24-33_000022_det26_tr0008.jpg,000960/BEE24-33_000022_det26_tr0008.jpg,base300,141,
142,images/newmask_train400_0142.jpg,head_left,57.298862,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001476\BEE24-33_003466_det33_tr0008.jpg,001476/BEE24-33_003466_det33_tr0008.jpg,base300,142,
143,images/newmask_train400_0143.jpg,head_right,-23.388338,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\002246\BEE24-16_000212_det07_tr0033.jpg,002246/BEE24-16_000212_det07_tr0033.jpg,base300,143,
144,images/newmask_train400_0144.jpg,head_left,33.845348,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001843\BEE24-33_001730_det32_tr0000.jpg,001843/BEE24-33_001730_det32_tr0000.jpg,base300,144,
145,images/newmask_train400_0145.jpg,head_left,49.020924,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\002021\BEE24-35_001405_det11_tr0002.jpg,002021/BEE24-35_001405_det11_tr0002.jpg,base300,145,
146,images/newmask_train400_0146.jpg,head_left,18.178982,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001874\BEE24-33_002122_det27_tr0007.jpg,001874/BEE24-33_002122_det27_tr0007.jpg,base300,146,
147,images/newmask_train400_0147.jpg,unclear,3.849436,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000631\BEE24-33_000501_det24_tr0018.jpg,000631/BEE24-33_000501_det24_tr0018.jpg,base300,147,
148,images/newmask_train400_0148.jpg,head_right,14.397716,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000013\BEE24-02_000067_det02_tr0035.jpg,000013/BEE24-02_000067_det02_tr0035.jpg,base300,148,
149,images/newmask_train400_0149.jpg,unclear,71.028786,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000553\BEE24-33_000175_det02_tr0019.jpg,000553/BEE24-33_000175_det02_tr0019.jpg,base300,149,
150,images/newmask_train400_0150.jpg,head_left,126.203651,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001896\BEE24-33_003636_det04_tr0018.jpg,001896/BEE24-33_003636_det04_tr0018.jpg,base300,150,
151,images/newmask_train400_0151.jpg,head_left,-1.359282,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001221\BEE24-33_002438_det34_tr0012.jpg,001221/BEE24-33_002438_det34_tr0012.jpg,base300,151,
152,images/newmask_train400_0152.jpg,head_left,30.337893,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001586\BEE24-33_004538_det08_tr0022.jpg,001586/BEE24-33_004538_det08_tr0022.jpg,base300,152,
153,images/newmask_train400_0153.jpg,head_left,-24.577351,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000171\BEE24-15_000104_det06_tr0029.jpg,000171/BEE24-15_000104_det06_tr0029.jpg,base300,153,
154,images/newmask_train400_0154.jpg,head_left,-12.734218,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000371\BEE24-24_000065_det06_tr0033.jpg,000371/BEE24-24_000065_det06_tr0033.jpg,base300,154,
155,images/newmask_train400_0155.jpg,unclear,14.448982,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\002173\BEE24-35_004501_det07_tr0002.jpg,002173/BEE24-35_004501_det07_tr0002.jpg,base300,155,
156,images/newmask_train400_0156.jpg,unclear,76.001617,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001073\BEE24-33_001902_det23_tr0015.jpg,001073/BEE24-33_001902_det23_tr0015.jpg,base300,156,
157,images/newmask_train400_0157.jpg,head_right,51.54084,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000368\BEE24-24_000017_det11_tr0007.jpg,000368/BEE24-24_000017_det11_tr0007.jpg,base300,157,
158,images/newmask_train400_0158.jpg,head_left,84.277855,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000906\BEE24-33_000388_det38_tr0004.jpg,000906/BEE24-33_000388_det38_tr0004.jpg,base300,158,
159,images/newmask_train400_0159.jpg,head_right,98.250519,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000456\BEE24-28_000003_det07_tr0001.jpg,000456/BEE24-28_000003_det07_tr0001.jpg,base300,159,
160,images/newmask_train400_0160.jpg,unclear,78.437759,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\002011\BEE24-35_001260_det08_tr0018.jpg,002011/BEE24-35_001260_det08_tr0018.jpg,base300,160,
161,images/newmask_train400_0161.jpg,head_left,84.814079,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000591\BEE24-33_000702_det41_tr0022.jpg,000591/BEE24-33_000702_det41_tr0022.jpg,base300,161,
162,images/newmask_train400_0162.jpg,unclear,-44.091587,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000485\BEE24-30_000028_det03_tr0018.jpg,000485/BEE24-30_000028_det03_tr0018.jpg,base300,162,
163,images/newmask_train400_0163.jpg,head_right,73.110214,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000421\BEE24-26_000071_det07_tr0015.jpg,000421/BEE24-26_000071_det07_tr0015.jpg,base300,163,
164,images/newmask_train400_0164.jpg,unclear,85.05172,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000393\BEE24-25_000004_det11_tr0002.jpg,000393/BEE24-25_000004_det11_tr0002.jpg,base300,164,
165,images/newmask_train400_0165.jpg,head_left,-15.868916,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001555\BEE24-33_004126_det26_tr0021.jpg,001555/BEE24-33_004126_det26_tr0021.jpg,base300,165,
166,images/newmask_train400_0166.jpg,head_right,-35.747082,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001960\BEE24-33_004823_det31_tr0004.jpg,001960/BEE24-33_004823_det31_tr0004.jpg,base300,166,
167,images/newmask_train400_0167.jpg,head_right,26.841434,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000188\BEE24-15_000090_det10_tr0009.jpg,000188/BEE24-15_000090_det10_tr0009.jpg,base300,167,
168,images/newmask_train400_0168.jpg,head_left,40.438148,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000733\BEE24-33_000610_det18_tr0014.jpg,000733/BEE24-33_000610_det18_tr0014.jpg,base300,168,
169,images/newmask_train400_0169.jpg,head_right,74.521217,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000099\BEE24-11_000043_det03_tr0019.jpg,000099/BEE24-11_000043_det03_tr0019.jpg,base300,169,
170,images/newmask_train400_0170.jpg,head_right,42.552605,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\002026\BEE24-35_001560_det09_tr0023.jpg,002026/BEE24-35_001560_det09_tr0023.jpg,base300,170,
171,images/newmask_train400_0171.jpg,head_right,37.56181,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001007\BEE24-33_000458_det13_tr0012.jpg,001007/BEE24-33_000458_det13_tr0012.jpg,base300,171,
172,images/newmask_train400_0172.jpg,head_left,17.809467,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001702\BEE24-33_001592_det38_tr0003.jpg,001702/BEE24-33_001592_det38_tr0003.jpg,base300,172,
173,images/newmask_train400_0173.jpg,head_right,-19.667768,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001692\BEE24-33_004730_det25_tr0005.jpg,001692/BEE24-33_004730_det25_tr0005.jpg,base300,173,
174,images/newmask_train400_0174.jpg,head_left,113.866638,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\002233\BEE24-13_000187_det25_tr0015.jpg,002233/BEE24-13_000187_det25_tr0015.jpg,base300,174,
175,images/newmask_train400_0175.jpg,head_right,5.724231,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\002175\BEE24-35_004503_det09_tr0009.jpg,002175/BEE24-35_004503_det09_tr0009.jpg,base300,175,
176,images/newmask_train400_0176.jpg,head_right,-44.586002,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000142\BEE24-14_000173_det23_tr0023.jpg,000142/BEE24-14_000173_det23_tr0023.jpg,base300,176,
177,images/newmask_train400_0177.jpg,head_right,83.06263,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000309\BEE24-22_000022_det03_tr0017.jpg,000309/BEE24-22_000022_det03_tr0017.jpg,base300,177,
178,images/newmask_train400_0178.jpg,head_right,68.047707,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000001\BEE24-01_000073_det00_tr0039.jpg,000001/BEE24-01_000073_det00_tr0039.jpg,base300,178,
179,images/newmask_train400_0179.jpg,head_right,51.695549,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\002106\BEE24-35_003249_det08_tr0011.jpg,002106/BEE24-35_003249_det08_tr0011.jpg,base300,179,
180,images/newmask_train400_0180.jpg,head_left,34.581055,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001747\BEE24-33_004947_det23_tr0022.jpg,001747/BEE24-33_004947_det23_tr0022.jpg,base300,180,
181,images/newmask_train400_0181.jpg,unclear,134.74646,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000292\BEE24-21_000046_det01_tr0024.jpg,000292/BEE24-21_000046_det01_tr0024.jpg,base300,181,
182,images/newmask_train400_0182.jpg,head_left,100.235626,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001964\BEE24-35_002241_det00_tr0010.jpg,001964/BEE24-35_002241_det00_tr0010.jpg,base300,182,
183,images/newmask_train400_0183.jpg,head_left,6.751135,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001499\BEE24-33_003585_det39_tr0016.jpg,001499/BEE24-33_003585_det39_tr0016.jpg,base300,183,
184,images/newmask_train400_0184.jpg,head_left,-33.074364,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000237\BEE24-18_000037_det03_tr0019.jpg,000237/BEE24-18_000037_det03_tr0019.jpg,base300,184,
185,images/newmask_train400_0185.jpg,head_left,31.669895,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000538\BEE24-33_000678_det19_tr0012.jpg,000538/BEE24-33_000678_det19_tr0012.jpg,base300,185,
186,images/newmask_train400_0186.jpg,head_left,77.42701,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\002269\BEE24-16_000182_det12_tr0002.jpg,002269/BEE24-16_000182_det12_tr0002.jpg,base300,186,
187,images/newmask_train400_0187.jpg,head_left,70.832558,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\002059\BEE24-35_003956_det02_tr0014.jpg,002059/BEE24-35_003956_det02_tr0014.jpg,base300,187,
188,images/newmask_train400_0188.jpg,head_left,79.061905,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001975\BEE24-35_000236_det10_tr0008.jpg,001975/BEE24-35_000236_det10_tr0008.jpg,base300,188,
189,images/newmask_train400_0189.jpg,head_right,-11.424033,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001075\BEE24-33_001876_det30_tr0007.jpg,001075/BEE24-33_001876_det30_tr0007.jpg,base300,189,
190,images/newmask_train400_0190.jpg,head_right,89.182358,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001096\BEE24-33_001929_det30_tr0011.jpg,001096/BEE24-33_001929_det30_tr0011.jpg,base300,190,
191,images/newmask_train400_0191.jpg,unclear,-2.828913,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000466\BEE24-28_000045_det11_tr0011.jpg,000466/BEE24-28_000045_det11_tr0011.jpg,base300,191,
192,images/newmask_train400_0192.jpg,head_right,48.367443,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000040\BEE24-06_000071_det05_tr0038.jpg,000040/BEE24-06_000071_det05_tr0038.jpg,base300,192,
193,images/newmask_train400_0193.jpg,head_right,81.946327,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000085\BEE24-10_000048_det12_tr0005.jpg,000085/BEE24-10_000048_det12_tr0005.jpg,base300,193,
194,images/newmask_train400_0194.jpg,head_left,79.059166,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000326\BEE24-22_000065_det11_tr0000.jpg,000326/BEE24-22_000065_det11_tr0000.jpg,base300,194,
195,images/newmask_train400_0195.jpg,head_left,66.212936,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001362\BEE24-33_002858_det32_tr0007.jpg,001362/BEE24-33_002858_det32_tr0007.jpg,base300,195,
196,images/newmask_train400_0196.jpg,unclear,30.824745,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000396\BEE24-25_000043_det06_tr0021.jpg,000396/BEE24-25_000043_det06_tr0021.jpg,base300,196,
197,images/newmask_train400_0197.jpg,unclear,6.330288,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000757\BEE24-33_000549_det45_tr0009.jpg,000757/BEE24-33_000549_det45_tr0009.jpg,base300,197,
198,images/newmask_train400_0198.jpg,head_left,37.96077,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001067\BEE24-33_001844_det36_tr0009.jpg,001067/BEE24-33_001844_det36_tr0009.jpg,base300,198,
199,images/newmask_train400_0199.jpg,head_left,-15.999856,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000668\BEE24-33_000143_det25_tr0002.jpg,000668/BEE24-33_000143_det25_tr0002.jpg,base300,199,
200,images/newmask_train400_0200.jpg,unclear,110.564522,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000118\BEE24-14_000123_det13_tr0027.jpg,000118/BEE24-14_000123_det13_tr0027.jpg,base300,200,
201,images/newmask_train400_0201.jpg,unclear,59.663692,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000373\BEE24-24_000040_det10_tr0007.jpg,000373/BEE24-24_000040_det10_tr0007.jpg,base300,201,
202,images/newmask_train400_0202.jpg,head_left,1.277382,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001498\BEE24-33_003593_det36_tr0016.jpg,001498/BEE24-33_003593_det36_tr0016.jpg,base300,202,
203,images/newmask_train400_0203.jpg,head_left,-22.613131,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000962\BEE24-33_001432_det14_tr0017.jpg,000962/BEE24-33_001432_det14_tr0017.jpg,base300,203,
204,images/newmask_train400_0204.jpg,unclear,94.453857,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000275\BEE24-20_000073_det00_tr0039.jpg,000275/BEE24-20_000073_det00_tr0039.jpg,base300,204,
205,images/newmask_train400_0205.jpg,head_left,56.736153,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000796\BEE24-33_000324_det10_tr0004.jpg,000796/BEE24-33_000324_det10_tr0004.jpg,base300,205,
206,images/newmask_train400_0206.jpg,head_left,88.516006,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000922\BEE24-33_000395_det35_tr0000.jpg,000922/BEE24-33_000395_det35_tr0000.jpg,base300,206,
207,images/newmask_train400_0207.jpg,head_right,26.256777,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001998\BEE24-35_000859_det11_tr0003.jpg,001998/BEE24-35_000859_det11_tr0003.jpg,base300,207,
208,images/newmask_train400_0208.jpg,unclear,7.918755,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000757\BEE24-33_000550_det45_tr0010.jpg,000757/BEE24-33_000550_det45_tr0010.jpg,base300,208,
209,images/newmask_train400_0209.jpg,unclear,102.977592,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000306\BEE24-22_000057_det00_tr0033.jpg,000306/BEE24-22_000057_det00_tr0033.jpg,base300,209,
210,images/newmask_train400_0210.jpg,head_left,-30.309027,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001405\BEE24-33_003110_det32_tr0011.jpg,001405/BEE24-33_003110_det32_tr0011.jpg,base300,210,
211,images/newmask_train400_0211.jpg,unclear,122.960716,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000036\BEE24-06_000029_det01_tr0015.jpg,000036/BEE24-06_000029_det01_tr0015.jpg,base300,211,
212,images/newmask_train400_0212.jpg,unclear,-32.448387,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001596\BEE24-33_004323_det32_tr0023.jpg,001596/BEE24-33_004323_det32_tr0023.jpg,base300,212,
213,images/newmask_train400_0213.jpg,head_left,96.683502,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000751\BEE24-33_000559_det34_tr0011.jpg,000751/BEE24-33_000559_det34_tr0011.jpg,base300,213,
214,images/newmask_train400_0214.jpg,unclear,7.385175,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001731\BEE24-33_004814_det39_tr0015.jpg,001731/BEE24-33_004814_det39_tr0015.jpg,base300,214,
215,images/newmask_train400_0215.jpg,head_left,98.36219,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\002237\BEE24-16_000057_det01_tr0008.jpg,002237/BEE24-16_000057_det01_tr0008.jpg,base300,215,
216,images/newmask_train400_0216.jpg,head_right,61.916496,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000709\BEE24-33_000526_det36_tr0012.jpg,000709/BEE24-33_000526_det36_tr0012.jpg,base300,216,
217,images/newmask_train400_0217.jpg,head_right,67.773056,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000008\BEE24-01_000035_det05_tr0005.jpg,000008/BEE24-01_000035_det05_tr0005.jpg,base300,217,
218,images/newmask_train400_0218.jpg,unclear,41.573059,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001637\BEE24-33_004471_det28_tr0014.jpg,001637/BEE24-33_004471_det28_tr0014.jpg,base300,218,
219,images/newmask_train400_0219.jpg,unclear,0.626552,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000868\BEE24-33_000349_det31_tr0003.jpg,000868/BEE24-33_000349_det31_tr0003.jpg,base300,219,
220,images/newmask_train400_0220.jpg,head_right,-1.584457,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000608\BEE24-33_000091_det23_tr0005.jpg,000608/BEE24-33_000091_det23_tr0005.jpg,base300,220,
221,images/newmask_train400_0221.jpg,unclear,66.741615,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001071\BEE24-33_001877_det25_tr0021.jpg,001071/BEE24-33_001877_det25_tr0021.jpg,base300,221,
222,images/newmask_train400_0222.jpg,head_right,-12.644322,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000617\BEE24-33_000945_det06_tr0008.jpg,000617/BEE24-33_000945_det06_tr0008.jpg,base300,222,
223,images/newmask_train400_0223.jpg,head_left,56.342201,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001568\BEE24-33_004191_det23_tr0020.jpg,001568/BEE24-33_004191_det23_tr0020.jpg,base300,223,
224,images/newmask_train400_0224.jpg,head_left,81.859497,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000251\BEE24-18_000050_det11_tr0019.jpg,000251/BEE24-18_000050_det11_tr0019.jpg,base300,224,
225,images/newmask_train400_0225.jpg,head_left,81.395485,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\000023\BEE24-04_000034_det00_tr0024.jpg,000023/BEE24-04_000034_det00_tr0024.jpg,base300,225,
226,images/newmask_train400_0226.jpg,head_left,64.412903,D:\personal_resources\CV_research\boxmot\output\bee_foreground_new_model_labeled300\masked\001297\BEE24-33_003530_det03_tr0018.jpg,001297/BEE24-33_003530_det03_tr0018.jpg,base300,226,
